"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CKS2",0,1.3188494089758,0.713,0.295,0,"iPSC","CKS2"
"TERF1",0,1.30929114429669,0.675,0.325,0,"iPSC","TERF1"
"CBR1",0,1.29794238900057,0.603,0.123,0,"iPSC","CBR1"
"NODAL",0,1.27921302421309,0.413,0.046,0,"iPSC","NODAL"
"CRABP1",0,1.24753025886943,0.546,0.098,0,"iPSC","CRABP1"
"FOXD3-AS1",0,1.24440060678915,0.413,0.021,0,"iPSC","FOXD3-AS1"
"RARRES2",0,1.23696372536107,0.586,0.141,0,"iPSC","RARRES2"
"HSPE1",0,1.22849309299964,0.954,0.67,0,"iPSC","HSPE1"
"PGAM1",0,1.22255506331847,0.941,0.676,0,"iPSC","PGAM1"
"MGST1",0,1.20861587150257,0.876,0.454,0,"iPSC","MGST1"
"PTMA",0,1.18798675836825,0.997,0.926,0,"iPSC","PTMA"
"AL353747.4",0,1.18429721978639,0.393,0.027,0,"iPSC","AL353747.4"
"HMGB3",0,1.17028179162047,0.75,0.304,0,"iPSC","HMGB3"
"HMGA1",0,1.15958317500527,0.963,0.639,0,"iPSC","HMGA1"
"DNMT3B",0,1.14426054749653,0.517,0.126,0,"iPSC","DNMT3B"
"AC009446.1",0,1.13822620043478,0.392,0.016,0,"iPSC","AC009446.1"
"UBE2S",0,1.13706509268041,0.777,0.388,0,"iPSC","UBE2S"
"SEMA6A",0,1.11808615441843,0.571,0.181,0,"iPSC","SEMA6A"
"H2AFZ",0,1.11652725814003,0.982,0.766,0,"iPSC","H2AFZ"
"AC106864.1",0,1.11642114076634,0.544,0.15,0,"iPSC","AC106864.1"
"CLDN6",0,1.11518422686736,0.655,0.227,0,"iPSC","CLDN6"
"RAN",0,1.09187435257735,0.982,0.778,0,"iPSC","RAN"
"TMSB4X",0,1.06767954380758,0.986,0.721,0,"iPSC","TMSB4X"
"MTHFD2",0,1.04841459075521,0.556,0.175,0,"iPSC","MTHFD2"
"HSPD1",0,1.03861907019005,0.969,0.747,0,"iPSC","HSPD1"
"PEBP1",0,1.0380759679971,0.924,0.64,0,"iPSC","PEBP1"
"NPM3",0,1.02489110350896,0.534,0.164,0,"iPSC","NPM3"
"C1QBP",0,1.02395485997241,0.898,0.567,0,"iPSC","C1QBP"
"JPT1",0,1.00597873118269,0.792,0.45,0,"iPSC","JPT1"
"SET",0,0.999947308330157,0.979,0.794,0,"iPSC","SET"
"UBE2C",0,0.977970457302223,0.506,0.177,0,"iPSC","UBE2C"
"HSPA8",0,0.975453038732966,0.909,0.631,0,"iPSC","HSPA8"
"DDX21",0,0.97517412757037,0.636,0.279,0,"iPSC","DDX21"
"PRELID1",0,0.97440572069196,0.862,0.537,0,"iPSC","PRELID1"
"ENO1",0,0.971328668701094,0.948,0.725,0,"iPSC","ENO1"
"CKS1B",0,0.969866007298779,0.802,0.391,0,"iPSC","CKS1B"
"MT1X",0,0.953444809276005,0.278,0.018,0,"iPSC","MT1X"
"NANOG",0,0.94885773506739,0.341,0.02,0,"iPSC","NANOG"
"FOXH1",0,0.947377093691864,0.544,0.182,0,"iPSC","FOXH1"
"DDT",0,0.946464219101688,0.749,0.409,0,"iPSC","DDT"
"PAICS",0,0.943740672722557,0.711,0.353,0,"iPSC","PAICS"
"PPP1R14B",0,0.943039508042459,0.842,0.546,0,"iPSC","PPP1R14B"
"EIF5A",0,0.939874185405841,0.651,0.295,0,"iPSC","EIF5A"
"NME1",0,0.934932400285834,0.695,0.339,0,"iPSC","NME1"
"NEFL",0,0.927576507031838,0.322,0.017,0,"iPSC","NEFL"
"CLDN7",0,0.91947053349205,0.545,0.186,0,"iPSC","CLDN7"
"IER3",0,0.917542349513621,0.537,0.193,0,"iPSC","IER3"
"ZIC2",0,0.916131816946118,0.448,0.116,0,"iPSC","ZIC2"
"PTGES3",0,0.913199427066587,0.935,0.698,0,"iPSC","PTGES3"
"MAD2L2",0,0.90979369795843,0.518,0.194,0,"iPSC","MAD2L2"
"PHC1",0,0.909335376984941,0.421,0.109,0,"iPSC","PHC1"
"PLA2G16",0,0.907719822729799,0.438,0.134,0,"iPSC","PLA2G16"
"SLIRP",0,0.906472267557718,0.689,0.355,0,"iPSC","SLIRP"
"MRPS34",0,0.906145835318586,0.746,0.431,0,"iPSC","MRPS34"
"CCND1",0,0.906096107786487,0.689,0.313,0,"iPSC","CCND1"
"IRX2",0,0.904560356234552,0.445,0.11,0,"iPSC","IRX2"
"ABRACL",0,0.902142976089082,0.613,0.272,0,"iPSC","ABRACL"
"ETV4",0,0.89382985703626,0.362,0.052,0,"iPSC","ETV4"
"SNRPB",0,0.893426502643332,0.846,0.523,0,"iPSC","SNRPB"
"SRM",0,0.881478493754896,0.649,0.319,0,"iPSC","SRM"
"PARP1",0,0.878159604857449,0.701,0.377,0,"iPSC","PARP1"
"TPI1",0,0.877175952859707,0.952,0.792,0,"iPSC","TPI1"
"DNAJB6",0,0.868953522168564,0.686,0.383,0,"iPSC","DNAJB6"
"ASNS",0,0.862401350136166,0.375,0.093,0,"iPSC","ASNS"
"TALDO1",0,0.858387122068536,0.684,0.358,0,"iPSC","TALDO1"
"PPA1",0,0.858132536705221,0.74,0.412,0,"iPSC","PPA1"
"NPM1",0,0.852030425236671,0.993,0.874,0,"iPSC","NPM1"
"PPIA",0,0.84812198098518,0.979,0.837,0,"iPSC","PPIA"
"PSIP1",0,0.846529683612641,0.751,0.423,0,"iPSC","PSIP1"
"TIMM13",0,0.843864341011661,0.837,0.561,0,"iPSC","TIMM13"
"VAMP8",0,0.843135692144112,0.503,0.21,0,"iPSC","VAMP8"
"TUBB",0,0.841966926280723,0.981,0.79,0,"iPSC","TUBB"
"SNRPD1",0,0.840344797424032,0.806,0.487,0,"iPSC","SNRPD1"
"CCT5",0,0.8375640014655,0.762,0.445,0,"iPSC","CCT5"
"CCNB1",0,0.827768110880261,0.527,0.19,0,"iPSC","CCNB1"
"JARID2",0,0.826376017689858,0.462,0.199,0,"iPSC","JARID2"
"APRT",0,0.826313382528363,0.853,0.554,0,"iPSC","APRT"
"SNRPG",0,0.824981229668297,0.76,0.456,0,"iPSC","SNRPG"
"CDH1",0,0.819740351427941,0.431,0.13,0,"iPSC","CDH1"
"FAM162A",0,0.818494308521215,0.641,0.386,0,"iPSC","FAM162A"
"PTTG1",0,0.817379090691338,0.721,0.312,0,"iPSC","PTTG1"
"HSP90AA1",0,0.813456111472062,0.982,0.875,0,"iPSC","HSP90AA1"
"CNMD",0,0.813205738811034,0.276,0.015,0,"iPSC","CNMD"
"PFN1",0,0.812603105417559,0.948,0.756,0,"iPSC","PFN1"
"MSH2",0,0.807816947693291,0.52,0.209,0,"iPSC","MSH2"
"DUT",0,0.801655578782435,0.72,0.382,0,"iPSC","DUT"
"SP5",0,0.80062011112836,0.297,0.087,0,"iPSC","SP5"
"USP44",0,0.795401046855285,0.305,0.042,0,"iPSC","USP44"
"TUBA1C",0,0.793166384990867,0.645,0.315,0,"iPSC","TUBA1C"
"GSTP1",0,0.792561771914208,0.99,0.855,0,"iPSC","GSTP1"
"NCL",0,0.787168894757604,0.931,0.713,0,"iPSC","NCL"
"GABRB3",0,0.786017535096131,0.308,0.044,0,"iPSC","GABRB3"
"GAPDH",0,0.781957112977484,0.997,0.981,0,"iPSC","GAPDH"
"SNRPN",0,0.779982914053864,0.594,0.305,0,"iPSC","SNRPN"
"NMU",0,0.776891722100892,0.308,0.037,0,"iPSC","NMU"
"SCGB3A2",0,0.774892130225351,0.278,0.021,0,"iPSC","SCGB3A2"
"NUDT1",0,0.771083207495443,0.522,0.222,0,"iPSC","NUDT1"
"POLR3G",0,0.771043627348869,0.281,0.026,0,"iPSC","POLR3G"
"GRID2",0,0.769019579564332,0.259,0.013,0,"iPSC","GRID2"
"SLC25A39",0,0.767869544079239,0.575,0.279,0,"iPSC","SLC25A39"
"POLR2H",0,0.760465723975484,0.639,0.349,0,"iPSC","POLR2H"
"TOMM40",0,0.760436593414311,0.567,0.281,0,"iPSC","TOMM40"
"PHB",0,0.759855915050269,0.781,0.5,0,"iPSC","PHB"
"DCUN1D5",0,0.753995172953308,0.597,0.312,0,"iPSC","DCUN1D5"
"SHMT2",0,0.74921011639363,0.459,0.194,0,"iPSC","SHMT2"
"BIRC5",0,0.745284640014243,0.517,0.201,0,"iPSC","BIRC5"
"PTPRZ1",0,0.744867242037019,0.296,0.041,0,"iPSC","PTPRZ1"
"EEF1E1",0,0.737989011088639,0.566,0.284,0,"iPSC","EEF1E1"
"NHP2",0,0.733983721801507,0.689,0.396,0,"iPSC","NHP2"
"FXYD5",0,0.733753080343438,0.412,0.127,0,"iPSC","FXYD5"
"SNRPF",0,0.731947429570704,0.755,0.46,0,"iPSC","SNRPF"
"SLC3A2",0,0.730431991316508,0.615,0.314,0,"iPSC","SLC3A2"
"CDC20",0,0.730327248794856,0.373,0.111,0,"iPSC","CDC20"
"RANBP1",0,0.728253421735227,0.896,0.608,0,"iPSC","RANBP1"
"PGRMC1",0,0.726555380345862,0.719,0.438,0,"iPSC","PGRMC1"
"PA2G4",0,0.724337122895409,0.675,0.4,0,"iPSC","PA2G4"
"SINHCAF",0,0.72368353938054,0.676,0.389,0,"iPSC","SINHCAF"
"YWHAH",0,0.723638029753494,0.623,0.327,0,"iPSC","YWHAH"
"AC092490.1",0,0.721610012747232,0.282,0.04,0,"iPSC","AC092490.1"
"PPM1G",0,0.719304042654784,0.696,0.413,0,"iPSC","PPM1G"
"KIF1A",0,0.718689083872997,0.274,0.027,0,"iPSC","KIF1A"
"HMGB1",0,0.718451346556152,0.981,0.838,0,"iPSC","HMGB1"
"FKBP4",0,0.715147085125606,0.551,0.267,0,"iPSC","FKBP4"
"MDN1",0,0.712714057617625,0.421,0.16,0,"iPSC","MDN1"
"NASP",0,0.710572869974735,0.847,0.559,0,"iPSC","NASP"
"OCIAD2",0,0.708708709783177,0.571,0.292,0,"iPSC","OCIAD2"
"ACTB",0,0.701657171981462,0.996,0.862,0,"iPSC","ACTB"
"DLGAP5",0,0.701066742818166,0.42,0.144,0,"iPSC","DLGAP5"
"LSM4",0,0.695909239016525,0.832,0.588,0,"iPSC","LSM4"
"TOMM7",0,0.695761982075909,0.887,0.654,0,"iPSC","TOMM7"
"SYT1",0,0.693580031956635,0.281,0.046,0,"iPSC","SYT1"
"PSMA3",0,0.688847930380585,0.776,0.512,0,"iPSC","PSMA3"
"GCSH",0,0.687704609320841,0.664,0.387,0,"iPSC","GCSH"
"HIST1H4C",0,0.687541998391985,0.552,0.28,0,"iPSC","HIST1H4C"
"CYCS",0,0.686632558020002,0.879,0.609,0,"iPSC","CYCS"
"AK4",0,0.68431740320453,0.54,0.256,0,"iPSC","AK4"
"MAD2L1",0,0.683237248526252,0.543,0.24,0,"iPSC","MAD2L1"
"GGCT",0,0.68225590220092,0.542,0.273,0,"iPSC","GGCT"
"PKM",0,0.681903122221762,0.864,0.628,0,"iPSC","PKM"
"HSP90AB1",0,0.681833365666519,0.993,0.894,0,"iPSC","HSP90AB1"
"RPL12",0,0.679920436535599,0.993,0.881,0,"iPSC","RPL12"
"NEFM",0,0.67805499733873,0.238,0.018,0,"iPSC","NEFM"
"CFL1",0,0.676933130257448,0.965,0.818,0,"iPSC","CFL1"
"C20orf27",0,0.671105432715348,0.383,0.136,0,"iPSC","C20orf27"
"LSM7",0,0.670566059556765,0.756,0.503,0,"iPSC","LSM7"
"PSMB6",0,0.670299622896412,0.794,0.558,0,"iPSC","PSMB6"
"CDT1",0,0.665866581244179,0.369,0.118,0,"iPSC","CDT1"
"HNRNPAB",0,0.662884634420345,0.729,0.459,0,"iPSC","HNRNPAB"
"MRPL3",0,0.662685931227488,0.576,0.317,0,"iPSC","MRPL3"
"PPP1CC",0,0.66159764029516,0.798,0.556,0,"iPSC","PPP1CC"
"YWHAB",0,0.654784427999887,0.831,0.597,0,"iPSC","YWHAB"
"CENPF",0,0.651562774933595,0.549,0.229,0,"iPSC","CENPF"
"AP1M2",0,0.649461124082986,0.367,0.136,0,"iPSC","AP1M2"
"GPR160",0,0.64647963523967,0.256,0.041,0,"iPSC","GPR160"
"PSMB2",0,0.645881179999597,0.699,0.441,0,"iPSC","PSMB2"
"ZSCAN10",0,0.645849859625525,0.244,0.022,0,"iPSC","ZSCAN10"
"YBX1",0,0.645694264953557,0.982,0.903,0,"iPSC","YBX1"
"GADD45GIP1",0,0.645274480402717,0.765,0.521,0,"iPSC","GADD45GIP1"
"IFITM1",0,0.643603356077903,0.294,0.071,0,"iPSC","IFITM1"
"MCM3",0,0.643533622073315,0.577,0.295,0,"iPSC","MCM3"
"STOML2",0,0.642242008413009,0.724,0.471,0,"iPSC","STOML2"
"AP2S1",0,0.64216528890203,0.794,0.553,0,"iPSC","AP2S1"
"CARHSP1",0,0.641992639464021,0.656,0.427,0,"iPSC","CARHSP1"
"TCP1",0,0.640022799251854,0.641,0.386,0,"iPSC","TCP1"
"SERBP1",0,0.640010632559138,0.935,0.769,0,"iPSC","SERBP1"
"AURKAIP1",0,0.639962014022824,0.822,0.604,0,"iPSC","AURKAIP1"
"HES6",0,0.638548026980522,0.277,0.059,0,"iPSC","HES6"
"CENPX",0,0.636597957032772,0.577,0.325,0,"iPSC","CENPX"
"CEBPZOS",0,0.635465303983608,0.351,0.127,0,"iPSC","CEBPZOS"
"IQGAP2",0,0.63486499039912,0.296,0.077,0,"iPSC","IQGAP2"
"VSNL1",0,0.63414730913934,0.273,0.059,0,"iPSC","VSNL1"
"LNCPRESS1",0,0.633901743613674,0.206,0.006,0,"iPSC","LNCPRESS1"
"MIF",0,0.633285577416397,0.795,0.565,0,"iPSC","MIF"
"PRMT1",0,0.626194282483804,0.778,0.526,0,"iPSC","PRMT1"
"FBL",0,0.624269037621874,0.593,0.339,0,"iPSC","FBL"
"DKC1",0,0.620453598267466,0.478,0.235,0,"iPSC","DKC1"
"CCT3",0,0.619821367683883,0.816,0.575,0,"iPSC","CCT3"
"LSM3",0,0.618665172714457,0.711,0.451,0,"iPSC","LSM3"
"CACYBP",0,0.617169033951227,0.599,0.342,0,"iPSC","CACYBP"
"KPNA2",0,0.61646738256708,0.597,0.317,0,"iPSC","KPNA2"
"CD320",0,0.612702625350041,0.415,0.183,0,"iPSC","CD320"
"ACTG1",0,0.611128453060603,0.997,0.866,0,"iPSC","ACTG1"
"MRPL11",0,0.611036654953478,0.622,0.371,0,"iPSC","MRPL11"
"RND3",0,0.6098234214036,0.255,0.066,0,"iPSC","RND3"
"ENSA",0,0.609672336282731,0.513,0.278,0,"iPSC","ENSA"
"CTSC",0,0.609399252416775,0.541,0.281,0,"iPSC","CTSC"
"DCAF13",0,0.60870489168093,0.491,0.262,0,"iPSC","DCAF13"
"RSL24D1",0,0.607353876596904,0.737,0.498,0,"iPSC","RSL24D1"
"DAZAP1",0,0.606964450002288,0.477,0.243,0,"iPSC","DAZAP1"
"CCT8",0,0.603209232715127,0.84,0.621,0,"iPSC","CCT8"
"NFE2L3",0,0.602622706203554,0.244,0.043,0,"iPSC","NFE2L3"
"TXN",0,0.602453252067771,0.883,0.639,0,"iPSC","TXN"
"DSEL",0,0.602348706584887,0.374,0.128,0,"iPSC","DSEL"
"CRMP1",0,0.600542076690403,0.239,0.031,0,"iPSC","CRMP1"
"NDUFS6",0,0.597898048600472,0.829,0.621,0,"iPSC","NDUFS6"
"SNRPA1",0,0.597837390334344,0.593,0.351,0,"iPSC","SNRPA1"
"TMEM147",0,0.597252084363643,0.613,0.374,0,"iPSC","TMEM147"
"YBX3",0,0.59147446709605,0.675,0.429,0,"iPSC","YBX3"
"CDC123",0,0.591341672937879,0.514,0.283,0,"iPSC","CDC123"
"PLPP2",0,0.590103040957005,0.299,0.088,0,"iPSC","PLPP2"
"XRCC5",0,0.589824467390332,0.829,0.599,0,"iPSC","XRCC5"
"EIF3K",0,0.586835645411553,0.914,0.765,0,"iPSC","EIF3K"
"TSTD1",0,0.585525593001133,0.537,0.297,0,"iPSC","TSTD1"
"GPM6B",0,0.584203818956071,0.307,0.09,0,"iPSC","GPM6B"
"ENY2",0,0.583339488136431,0.768,0.547,0,"iPSC","ENY2"
"ACAT2",0,0.580528245309208,0.458,0.231,0,"iPSC","ACAT2"
"DHCR24",0,0.579677197578226,0.369,0.156,0,"iPSC","DHCR24"
"SNRPE",0,0.578990635865529,0.826,0.587,0,"iPSC","SNRPE"
"MARCKSL1",0,0.578027024189388,0.897,0.675,0,"iPSC","MARCKSL1"
"UBE2N",0,0.57611450395215,0.587,0.348,0,"iPSC","UBE2N"
"PDGFA",0,0.575293320170734,0.297,0.108,0,"iPSC","PDGFA"
"AURKB",0,0.572402057012087,0.305,0.101,0,"iPSC","AURKB"
"VRTN",0,0.572230018860574,0.292,0.079,0,"iPSC","VRTN"
"SRSF7",0,0.569226429960104,0.816,0.599,0,"iPSC","SRSF7"
"RPL22L1",0,0.567735378127568,0.635,0.401,0,"iPSC","RPL22L1"
"SDCCAG8",0,0.565483381550368,0.322,0.132,0,"iPSC","SDCCAG8"
"NR6A1",0,0.564481372224292,0.497,0.27,0,"iPSC","NR6A1"
"TUFM",0,0.561971135997646,0.716,0.497,0,"iPSC","TUFM"
"NOP56",0,0.560546578835144,0.554,0.325,0,"iPSC","NOP56"
"POMP",0,0.560539761154423,0.861,0.66,0,"iPSC","POMP"
"MCM7",0,0.559926378814242,0.438,0.211,0,"iPSC","MCM7"
"AL117378.1",0,0.559068155819421,0.183,0.005,0,"iPSC","AL117378.1"
"HELLS",0,0.558749176485768,0.565,0.295,0,"iPSC","HELLS"
"SRSF3",0,0.558460180326151,0.871,0.682,0,"iPSC","SRSF3"
"EPCAM",0,0.556150868013325,0.75,0.35,0,"iPSC","EPCAM"
"XRCC6",0,0.555928309070218,0.713,0.483,0,"iPSC","XRCC6"
"TCEA1",0,0.55440122964653,0.664,0.437,0,"iPSC","TCEA1"
"IDH1",0,0.552943947321142,0.516,0.293,0,"iPSC","IDH1"
"HNRNPM",0,0.552794194212069,0.677,0.437,0,"iPSC","HNRNPM"
"MYO10",0,0.551642015289384,0.347,0.139,0,"iPSC","MYO10"
"POP7",0,0.551544120649566,0.437,0.228,0,"iPSC","POP7"
"RAC3",0,0.550532853812319,0.476,0.258,0,"iPSC","RAC3"
"SLC39A1",0,0.550152706875227,0.457,0.245,0,"iPSC","SLC39A1"
"SNRPA",0,0.549716437942137,0.441,0.228,0,"iPSC","SNRPA"
"HSPA9",0,0.549491827997403,0.603,0.381,0,"iPSC","HSPA9"
"IMPDH2",0,0.549179513531206,0.655,0.422,0,"iPSC","IMPDH2"
"EIF3A",0,0.5486806302567,0.839,0.657,0,"iPSC","EIF3A"
"FDPS",0,0.54616072428766,0.58,0.35,0,"iPSC","FDPS"
"SS18L2",0,0.545834303402144,0.423,0.221,0,"iPSC","SS18L2"
"LDHB",0,0.54463790550835,0.982,0.907,0,"iPSC","LDHB"
"RRAS2",0,0.544625493350635,0.372,0.178,0,"iPSC","RRAS2"
"PSMD7",0,0.543415551885237,0.661,0.441,0,"iPSC","PSMD7"
"LIN28A",0,0.541701080645824,0.511,0.274,0,"iPSC","LIN28A"
"PHB2",0,0.541248725359746,0.765,0.557,0,"iPSC","PHB2"
"GCHFR",0,0.540005024429892,0.349,0.159,0,"iPSC","GCHFR"
"NTS",0,0.539567418786152,0.22,0.054,0,"iPSC","NTS"
"YWHAQ",0,0.538897724424654,0.827,0.625,0,"iPSC","YWHAQ"
"PPP1CA",0,0.538398916467651,0.609,0.384,0,"iPSC","PPP1CA"
"SSRP1",0,0.537741559371547,0.529,0.305,0,"iPSC","SSRP1"
"CHAF1A",0,0.53756437969662,0.311,0.113,0,"iPSC","CHAF1A"
"CCT6A",0,0.537333863156461,0.783,0.566,0,"iPSC","CCT6A"
"TUBA1B",0,0.536659626207712,0.938,0.67,0,"iPSC","TUBA1B"
"PIF1",0,0.534821710223333,0.242,0.057,0,"iPSC","PIF1"
"PYCARD",0,0.533923500016018,0.254,0.071,0,"iPSC","PYCARD"
"LSM5",0,0.533069827398937,0.742,0.508,0,"iPSC","LSM5"
"RHEB",0,0.532626890057377,0.67,0.465,0,"iPSC","RHEB"
"GNL3",0,0.532192822559389,0.46,0.254,0,"iPSC","GNL3"
"SNRPD3",0,0.532053928134224,0.768,0.545,0,"iPSC","SNRPD3"
"RPL8",0,0.531281668422435,0.999,0.99,0,"iPSC","RPL8"
"CALM1",0,0.531195380089871,0.885,0.628,0,"iPSC","CALM1"
"HSPA4",0,0.530532721874549,0.574,0.359,0,"iPSC","HSPA4"
"SLC7A8",0,0.529720892108049,0.247,0.063,0,"iPSC","SLC7A8"
"CTBP2",0,0.529060712598773,0.476,0.268,0,"iPSC","CTBP2"
"RPS26",0,0.52847562212389,0.949,0.813,0,"iPSC","RPS26"
"EIF3B",0,0.527340822424679,0.514,0.303,0,"iPSC","EIF3B"
"NQO2",0,0.526567151586161,0.538,0.331,0,"iPSC","NQO2"
"SSBP1",0,0.525524460537757,0.819,0.606,0,"iPSC","SSBP1"
"RPS12",0,0.524838876933259,0.999,0.983,0,"iPSC","RPS12"
"MIS18A",0,0.52130868862813,0.374,0.173,0,"iPSC","MIS18A"
"TOMM22",0,0.519783354658417,0.644,0.424,0,"iPSC","TOMM22"
"MND1",0,0.518419889615494,0.293,0.103,0,"iPSC","MND1"
"MRPL4",0,0.517185351721916,0.459,0.258,0,"iPSC","MRPL4"
"IMPA2",0,0.517086592512065,0.382,0.186,0,"iPSC","IMPA2"
"KCNQ2",0,0.517078170208743,0.242,0.055,0,"iPSC","KCNQ2"
"SRI",0,0.51635187533799,0.608,0.394,0,"iPSC","SRI"
"DEK",0,0.515376300015421,0.748,0.501,0,"iPSC","DEK"
"PDCD2",0,0.51372444923026,0.519,0.308,0,"iPSC","PDCD2"
"BCL2L12",0,0.512053456662625,0.394,0.194,0,"iPSC","BCL2L12"
"PSMB1",0,0.511948658947591,0.87,0.684,0,"iPSC","PSMB1"
"CCNA2",0,0.511334347567663,0.34,0.124,0,"iPSC","CCNA2"
"PLK1",0,0.510963600759678,0.268,0.092,0,"iPSC","PLK1"
"BOP1",0,0.510753014006109,0.249,0.071,0,"iPSC","BOP1"
"PSMB3",0,0.510526556640521,0.712,0.498,0,"iPSC","PSMB3"
"KAT7",0,0.509155315790634,0.317,0.125,0,"iPSC","KAT7"
"PMEPA1",0,0.508018874558761,0.251,0.074,0,"iPSC","PMEPA1"
"TRIAP1",0,0.506318369233676,0.389,0.204,0,"iPSC","TRIAP1"
"PSMA7",0,0.506240131589893,0.869,0.684,0,"iPSC","PSMA7"
"MRPL12",0,0.50608806331834,0.568,0.352,0,"iPSC","MRPL12"
"TPM3",0,0.506056401442678,0.772,0.516,0,"iPSC","TPM3"
"LARS",0,0.505424822444952,0.541,0.327,0,"iPSC","LARS"
"TPX2",0,0.50505878652843,0.363,0.153,0,"iPSC","TPX2"
"RNPS1",0,0.504394451797696,0.611,0.402,0,"iPSC","RNPS1"
"PDAP1",0,0.503812941965094,0.638,0.424,0,"iPSC","PDAP1"
"ADRM1",0,0.502786592507429,0.468,0.263,0,"iPSC","ADRM1"
"MYBL2",0,0.502501042118031,0.341,0.14,0,"iPSC","MYBL2"
"CCNB2",0,0.502150428053767,0.375,0.164,0,"iPSC","CCNB2"
"SF3A3",0,0.501519339490597,0.393,0.202,0,"iPSC","SF3A3"
"FST",0,0.500707516357658,0.295,0.147,0,"iPSC","FST"
"GARS",0,0.499991588106541,0.376,0.195,0,"iPSC","GARS"
"LSM6",0,0.499939732833337,0.551,0.34,0,"iPSC","LSM6"
"LYAR",0,0.49803213148022,0.323,0.139,0,"iPSC","LYAR"
"GPATCH4",0,0.497275511991822,0.308,0.123,0,"iPSC","GPATCH4"
"ADD2",0,0.496989510462216,0.208,0.026,0,"iPSC","ADD2"
"HMMR",0,0.496219414826894,0.3,0.109,0,"iPSC","HMMR"
"GMNN",0,0.496122646508143,0.408,0.209,0,"iPSC","GMNN"
"EI24",0,0.495247467589844,0.585,0.382,0,"iPSC","EI24"
"TARS",0,0.494814959796178,0.412,0.221,0,"iPSC","TARS"
"MZT1",0,0.494635448622881,0.423,0.222,0,"iPSC","MZT1"
"SYT6",0,0.494272382960639,0.178,0.019,0,"iPSC","SYT6"
"SLC2A1",0,0.493293394005666,0.341,0.139,0,"iPSC","SLC2A1"
"RPSA",0,0.492688351868058,0.998,0.958,0,"iPSC","RPSA"
"NKX1-2",0,0.491452810138376,0.178,0.016,0,"iPSC","NKX1-2"
"ATP5MC1",0,0.490768103294339,0.771,0.541,0,"iPSC","ATP5MC1"
"RBM8A",0,0.49055309964934,0.693,0.473,0,"iPSC","RBM8A"
"CRACR2B",0,0.490289608015061,0.213,0.043,0,"iPSC","CRACR2B"
"AC064802.1",0,0.489979992905813,0.158,0.003,0,"iPSC","AC064802.1"
"ACOT7",0,0.489783912265121,0.283,0.109,0,"iPSC","ACOT7"
"CDCA7",0,0.488561839567736,0.339,0.146,0,"iPSC","CDCA7"
"FDFT1",0,0.488171441281886,0.547,0.346,0,"iPSC","FDFT1"
"RPL39L",0,0.487596040129121,0.375,0.185,0,"iPSC","RPL39L"
"DTD1",0,0.485759993078913,0.299,0.121,0,"iPSC","DTD1"
"GLRX3",0,0.485494934659492,0.535,0.335,0,"iPSC","GLRX3"
"GRPEL1",0,0.485419930163213,0.333,0.161,0,"iPSC","GRPEL1"
"MRPS16",0,0.485163222318827,0.501,0.303,0,"iPSC","MRPS16"
"PIH1D1",0,0.484590705726308,0.425,0.232,0,"iPSC","PIH1D1"
"CD24",0,0.483174318020678,0.859,0.563,0,"iPSC","CD24"
"MRPL37",0,0.482755981323556,0.39,0.203,0,"iPSC","MRPL37"
