names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,celltypes
AMBP,111.64822,4.900245,0.0,0.0,0.9150371529135706,0.1563349131121643,Foregut_Epithelium
MALAT1,109.16574,2.3330865,0.0,0.0,0.9991200625733281,0.9732701421800948,Foregut_Epithelium
ANXA4,103.87333,3.4084663,0.0,0.0,0.8926476339460305,0.34199052132701424,Foregut_Epithelium
SPINK1,102.673134,4.734002,0.0,0.0,0.9056511536957372,0.13737756714060032,Foregut_Epithelium
AFP,101.21065,5.2396,0.0,0.0,0.9714509190457568,0.27096366508688785,Foregut_Epithelium
SOX4,101.19798,2.5766923,0.0,0.0,0.9527766914352758,0.6269194312796208,Foregut_Epithelium
SAT1,99.25468,3.2256012,0.0,0.0,0.9308760265936644,0.46616113744075827,Foregut_Epithelium
PARD3B,97.19228,2.8908737,0.0,0.0,0.8781775518185373,0.4273617693522907,Foregut_Epithelium
VIM,97.077614,3.634041,0.0,0.0,0.9233476730543606,0.37889415481832545,Foregut_Epithelium
PDE3A,92.80213,5.5515766,0.0,0.0,0.7162690653109113,0.0789257503949447,Foregut_Epithelium
LYPD6B,91.14298,3.107421,0.0,0.0,0.8247946812671099,0.3084992101105845,Foregut_Epithelium
RBP1,90.52386,2.8418424,0.0,0.0,0.8421001173249902,0.3582938388625592,Foregut_Epithelium
LGALS3,90.04642,3.753223,0.0,0.0,0.8103245991396167,0.26748815165876777,Foregut_Epithelium
GATM,88.345406,3.4500017,0.0,0.0,0.7709229565897536,0.22654028436018958,Foregut_Epithelium
GPC3,87.727104,2.443562,0.0,0.0,0.9644114196323818,0.5840758293838862,Foregut_Epithelium
TM4SF4,87.697105,4.8122487,0.0,0.0,0.6840046929996089,0.05687203791469194,Foregut_Epithelium
MGST3,85.750885,1.9987398,0.0,0.0,0.9296050058662495,0.7215797788309637,Foregut_Epithelium
ANXA13,85.08265,5.3789215,0.0,0.0,0.6550645287446226,0.048404423380726695,Foregut_Epithelium
CLU,84.82908,2.672392,0.0,0.0,0.8447399296050059,0.3790837282780411,Foregut_Epithelium
TMSB10,84.15275,1.4488239,0.0,0.0,0.9963824794681267,0.9590521327014218,Foregut_Epithelium
FILIP1L,79.21966,2.4479892,0.0,0.0,0.8143332029722331,0.4266666666666667,Foregut_Epithelium
ALDH1A1,79.20579,3.339575,0.0,0.0,0.6874266718811107,0.16492890995260664,Foregut_Epithelium
GLIS3,77.44336,2.6727223,0.0,0.0,0.7569417285881893,0.3103949447077409,Foregut_Epithelium
HMGCS2,75.67677,2.906753,0.0,0.0,0.7109894407508799,0.2302685624012638,Foregut_Epithelium
SHROOM3,75.33588,3.0936549,0.0,0.0,0.6795072350410637,0.22748815165876776,Foregut_Epithelium
CASC15,75.011665,2.220272,0.0,0.0,0.8062182244818146,0.4753870458135861,Foregut_Epithelium
CKB,74.901474,1.6989945,0.0,0.0,0.9780993351583888,0.8369036334913112,Foregut_Epithelium
THRB,74.46004,3.3385863,0.0,0.0,0.6633750488854125,0.1989257503949447,Foregut_Epithelium
PLD1,74.14884,2.8795087,0.0,0.0,0.6884043801329683,0.2429699842022117,Foregut_Epithelium
KLF5,74.090866,3.4613492,0.0,0.0,0.6313062182244819,0.14515007898894156,Foregut_Epithelium
HEBP1,73.89953,2.3388064,0.0,0.0,0.7372897927258506,0.32657187993680886,Foregut_Epithelium
CTNND2,73.422455,2.9596853,0.0,0.0,0.6828314430973798,0.2372827804107425,Foregut_Epithelium
TMSB4X,72.46583,1.9284133,0.0,0.0,0.956394211967149,0.7837598736176935,Foregut_Epithelium
DCDC2,71.31074,2.5366666,0.0,0.0,0.718028940164255,0.30748815165876775,Foregut_Epithelium
TTR,71.027664,3.319766,0.0,0.0,0.9751662104028158,0.5000315955766192,Foregut_Epithelium
ZBTB20,70.95959,2.5061643,0.0,0.0,0.7189088775909269,0.3355450236966825,Foregut_Epithelium
GSTM3,70.70341,3.1979938,0.0,0.0,0.6173249902229175,0.13687203791469194,Foregut_Epithelium
S100A6,70.566574,2.5251913,0.0,0.0,0.729663668361361,0.25282780410742495,Foregut_Epithelium
CD24,69.77209,1.3050481,0.0,0.0,0.9465193586233868,0.785086887835703,Foregut_Epithelium
ZFP36L1,69.66605,2.1737607,0.0,0.0,0.7279037935080173,0.356650868878357,Foregut_Epithelium
RAMP1,69.6306,3.3697681,0.0,0.0,0.610872115760657,0.11191153238546603,Foregut_Epithelium
A1CF,69.37144,2.5281293,0.0,0.0,0.6762807978099336,0.22641390205371248,Foregut_Epithelium
MAML2,69.298134,2.5347505,0.0,0.0,0.6821470473210793,0.2695734597156398,Foregut_Epithelium
PDLIM1,68.886986,1.81318,0.0,0.0,0.8181462651544779,0.49921011058451814,Foregut_Epithelium
HES4,66.7865,2.2415845,0.0,0.0,0.7000391083300743,0.2919431279620853,Foregut_Epithelium
TSHZ2,65.97757,3.0288308,0.0,0.0,0.6069612827532265,0.16151658767772512,Foregut_Epithelium
LINC02381,65.507065,3.8889122,0.0,0.0,0.5341220179898318,0.07532385466034755,Foregut_Epithelium
FTL,65.49677,1.0565492,0.0,0.0,0.9960891669925694,0.9679620853080568,Foregut_Epithelium
CAST,63.963825,2.2222054,0.0,0.0,0.6639616738365272,0.2843601895734597,Foregut_Epithelium
MID1,63.730038,2.065779,0.0,0.0,0.70844739929605,0.38774091627172197,Foregut_Epithelium
MAGI1,63.220116,1.3040136,0.0,0.0,0.9483770043019163,0.828436018957346,Foregut_Epithelium
FRAS1,61.893414,1.2811711,0.0,0.0,0.906531091122409,0.7949447077409163,Foregut_Epithelium
AKAP9,61.63763,1.4185171,0.0,0.0,0.8134532655455612,0.5851500789889416,Foregut_Epithelium
DECR1,61.509506,2.1365957,0.0,0.0,0.6492960500586625,0.29048973143759876,Foregut_Epithelium
NOVA1,61.094604,2.012281,0.0,0.0,0.6818537348455221,0.350521327014218,Foregut_Epithelium
PRDM16,60.802364,3.7041147,0.0,0.0,0.5004888541259288,0.0736176935229068,Foregut_Epithelium
HES1,60.733257,2.5072353,0.0,0.0,0.6022682831443097,0.2253396524486572,Foregut_Epithelium
SUCLG1,60.405117,1.7463228,0.0,0.0,0.7190066484161126,0.3985466034755134,Foregut_Epithelium
KCNH5,60.093727,4.574377,0.0,0.0,0.4743840438013297,0.04720379146919431,Foregut_Epithelium
BTG1,60.075832,1.9296737,0.0,0.0,0.6806804849432929,0.34913112164297,Foregut_Epithelium
IGFBP2,59.681103,1.6589265,0.0,0.0,0.8091513492373875,0.5464139020537124,Foregut_Epithelium
QPRT,59.662735,1.3697629,0.0,0.0,0.8366249511145875,0.5771248025276461,Foregut_Epithelium
ATP1B1,59.50102,1.3508837,0.0,0.0,0.8369182635901447,0.6016429699842022,Foregut_Epithelium
SLC44A3-AS1,59.42831,1.8762771,0.0,0.0,0.6849824012514666,0.3771879936808847,Foregut_Epithelium
EFNB2,59.056503,2.7206562,0.0,0.0,0.5675596402033634,0.18894154818325434,Foregut_Epithelium
LINC02889,58.912323,4.389625,0.0,0.0,0.47673054360578804,0.06262243285939968,Foregut_Epithelium
SLC44A3,58.753353,2.6530583,0.0,0.0,0.5521118498240125,0.16973143759873618,Foregut_Epithelium
GSTO1,58.67179,1.1270491,0.0,0.0,0.9009581540868205,0.7599368088467614,Foregut_Epithelium
C4orf19,58.531788,2.777118,0.0,0.0,0.5373484552209621,0.15020537124802527,Foregut_Epithelium
TTC6,58.123337,2.0928068,0.0,0.0,0.6326750097770825,0.28233807266982625,Foregut_Epithelium
NEAT1,57.554615,1.781446,0.0,0.0,0.728001564333203,0.4303949447077409,Foregut_Epithelium
SPTLC3,57.38793,1.7890394,0.0,0.0,0.7216464606961283,0.3483096366508689,Foregut_Epithelium
TANC1,57.012608,2.843179,0.0,0.0,0.5263981228001564,0.15601895734597157,Foregut_Epithelium
SNX3,56.645077,1.3644795,0.0,0.0,0.8104223699648025,0.6180726698262243,Foregut_Epithelium
PON2,56.359375,1.412488,0.0,0.0,0.7733672272193978,0.5000315955766192,Foregut_Epithelium
ATXN1,55.61008,1.7604208,0.0,0.0,0.6628861947594837,0.3652448657187994,Foregut_Epithelium
AGR2,55.02834,4.735175,0.0,0.0,0.4403597966366836,0.04928909952606635,Foregut_Epithelium
CDX2,55.01853,2.78626,0.0,0.0,0.5021509581540868,0.11627172195892575,Foregut_Epithelium
UNC13C,55.00109,2.3420162,0.0,0.0,0.5643332029722331,0.2032859399684044,Foregut_Epithelium
PPDPF,54.78375,1.2999531,0.0,0.0,0.8221548689870942,0.6003159557661928,Foregut_Epithelium
DHRS7,54.724342,1.7450981,0.0,0.0,0.6553578412201799,0.3463507109004739,Foregut_Epithelium
CLDN4,54.435616,2.1076024,0.0,0.0,0.5871138052405163,0.23494470774091628,Foregut_Epithelium
ATF7IP2,54.38194,1.8896307,0.0,0.0,0.6374657802111849,0.34420221169036336,Foregut_Epithelium
HNF4G,54.30688,2.235225,0.0,0.0,0.5599335158388736,0.21447077409162718,Foregut_Epithelium
MYL12B,54.268696,1.1168468,0.0,0.0,0.8973406335549472,0.7417377567140601,Foregut_Epithelium
CAMK2N1,54.117325,1.431474,0.0,0.0,0.7374853343762221,0.4774091627172196,Foregut_Epithelium
CLDN1,54.080647,3.6083095,0.0,0.0,0.45052796245600313,0.07045813586097946,Foregut_Epithelium
IGFBP7,53.95101,3.7058675,0.0,0.0,0.4569808369182636,0.07639810426540285,Foregut_Epithelium
S100A10,53.790997,1.1158276,0.0,0.0,0.9924716464606961,0.94913112164297,Foregut_Epithelium
ZFHX3,53.44102,1.7008984,0.0,0.0,0.641181071568244,0.3596840442338073,Foregut_Epithelium
EPHA7,53.25056,3.6714625,0.0,0.0,0.45649198279233477,0.09320695102685624,Foregut_Epithelium
KCTD12,53.20119,3.5744963,0.0,0.0,0.4596206491982792,0.10135860979462875,Foregut_Epithelium
TMEM59,52.860172,1.3477529,0.0,0.0,0.7501955416503715,0.4947867298578199,Foregut_Epithelium
NAV2,52.74891,1.6166244,0.0,0.0,0.662788423934298,0.4081516587677725,Foregut_Epithelium
CTSC,52.438053,1.4616097,0.0,0.0,0.7419827923347673,0.5540600315955766,Foregut_Epithelium
MLLT3,52.32282,3.137018,0.0,0.0,0.46206491982792336,0.10496050552922591,Foregut_Epithelium
ANXA2,52.114594,1.1393514,0.0,0.0,0.8747555729370355,0.7269510268562401,Foregut_Epithelium
CDH17,52.05423,3.5704958,0.0,0.0,0.43390692217442317,0.06432859399684045,Foregut_Epithelium
APOA2,81.651825,5.47313,0.0,0.0,0.9742954475069681,0.39029092183666314,Liver_Progenitors
APOA1,77.71057,4.1587977,0.0,0.0,0.9950449055435119,0.7592446547493866,Liver_Progenitors
APOB,75.497246,4.2412443,0.0,0.0,0.9266026633632704,0.2611724500525762,Liver_Progenitors
S100A14,64.22457,3.6529393,0.0,0.0,0.867451223288944,0.3026638626007711,Liver_Progenitors
RBP4,63.95644,4.5003133,0.0,0.0,0.8052028491793125,0.207807570977918,Liver_Progenitors
APOC1,57.58675,2.1214926,0.0,0.0,0.9309383710126974,0.5903434980722047,Liver_Progenitors
GSN,56.068115,2.515031,0.0,0.0,0.8358624961288325,0.3362688398177357,Liver_Progenitors
CUBN,55.564816,3.6049726,0.0,0.0,0.7129142149272221,0.15970031545741326,Liver_Progenitors
MTTP,51.49863,2.2240398,0.0,0.0,0.8213069061628987,0.2976691202243253,Liver_Progenitors
APOE,50.387806,1.1669123,0.0,0.0,0.9947352121399814,0.987863652295829,Liver_Progenitors
SPARC,49.818928,2.0680768,0.0,0.0,0.8222359863734903,0.39769540834209605,Liver_Progenitors
GLUD1,49.620808,2.4686923,0.0,0.0,0.775472282440384,0.32763757448300035,Liver_Progenitors
FGA,49.54189,2.5739086,0.0,0.0,0.7968411272839888,0.3357868909919383,Liver_Progenitors
AK4,47.65792,1.8956391,0.0,0.0,0.8237844533911428,0.37197686645636174,Liver_Progenitors
P4HA1,47.164078,2.125462,0.0,0.0,0.7915763394239703,0.3814405888538381,Liver_Progenitors
TTR,46.7147,3.2098513,0.0,0.0,0.9860637968411273,0.6441903259726603,Liver_Progenitors
GAMT,46.123146,1.6014919,0.0,0.0,0.8798389594301641,0.5006572029442692,Liver_Progenitors
SELENOP,45.545284,1.969858,0.0,0.0,0.8587798079900898,0.460217315106905,Liver_Progenitors
FTCD,45.41462,2.875514,0.0,0.0,0.6088572313409725,0.12732211706975113,Liver_Progenitors
DPP4,44.941296,2.5416512,0.0,0.0,0.643542892536389,0.167192429022082,Liver_Progenitors
RASGEF1B,44.03273,2.1655905,0.0,0.0,0.7358315267884794,0.33736417805818436,Liver_Progenitors
GPC3,43.721622,1.8289917,0.0,0.0,0.9671724992257665,0.7003154574132492,Liver_Progenitors
SLIT3,42.8012,2.0024543,0.0,0.0,0.7222050170331372,0.2831230283911672,Liver_Progenitors
AMN,42.651676,2.4884882,0.0,0.0,0.6082378445339114,0.14778303540133192,Liver_Progenitors
FTL,42.483707,1.0337676,0.0,0.0,0.9879219572623104,0.9777427269540834,Liver_Progenitors
LRP2,42.349228,2.8931484,0.0,0.0,0.5819139052338185,0.14015948124780933,Liver_Progenitors
AGT,42.15919,3.8914087,0.0,0.0,0.512852276246516,0.06466876971608833,Liver_Progenitors
MPC2,42.14302,1.2457284,0.0,0.0,0.9417776401362651,0.7285313704872064,Liver_Progenitors
AKR1D1,41.03123,1.9586623,0.0,0.0,0.6831836481882936,0.22853137048720645,Liver_Progenitors
GHR,40.226288,2.1240048,0.0,0.0,0.6515949210281821,0.23996670171749035,Liver_Progenitors
DPYS,39.695244,3.813122,0.0,0.0,0.48652833694642306,0.06593936207500876,Liver_Progenitors
S100A13,39.28176,1.641378,0.0,0.0,0.809228863425209,0.4714335786890992,Liver_Progenitors
SNHG8,39.11553,1.4499053,0.0,0.0,0.8256426138123258,0.44330529267437785,Liver_Progenitors
PPP1R16A,38.96174,2.0488198,0.0,0.0,0.6221740476927842,0.20920960392569227,Liver_Progenitors
PCSK5,38.88422,1.9391139,0.0,0.0,0.6915453700836173,0.3090606379249912,Liver_Progenitors
LCP1,38.822437,2.5518162,0.0,0.0,0.5422731495819139,0.11991763056431826,Liver_Progenitors
DST,38.71709,1.1823541,0.0,0.0,0.9414679467327346,0.7168769716088328,Liver_Progenitors
DUSP9,38.570038,1.7935871,0.0,0.0,0.6930938371012697,0.2777777777777778,Liver_Progenitors
PEPD,38.48309,1.7344909,0.0,0.0,0.6875193558377206,0.27922362425517,Liver_Progenitors
MSMO1,38.47743,1.5605141,0.0,0.0,0.8172808919170022,0.4972397476340694,Liver_Progenitors
S100A16,38.18709,1.387576,0.0,0.0,0.8299783214617529,0.5552488608482299,Liver_Progenitors
SLCO2B1,37.79413,2.3918297,0.0,0.0,0.5360792815113038,0.11908517350157728,Liver_Progenitors
AHSG,37.629234,6.7382298,7.15204730439834e-310,3.443281654229535e-307,0.420253948590895,0.01621100595864003,Liver_Progenitors
GLTPD2,37.3339,2.6030183,4.627462051641402e-305,2.1841620883747417e-302,0.5339114276865903,0.14072905713284262,Liver_Progenitors
MRPS25,37.087097,1.4593905,4.535605674042514e-301,2.060020750670781e-298,0.7575100650356147,0.36926042762004907,Liver_Progenitors
F2,37.07899,2.1354244,6.127680483334951e-301,2.7315837887933134e-298,0.574790956952617,0.17472835611636872,Liver_Progenitors
AFP,36.98095,2.400749,2.3179027433561138e-299,9.963670506797924e-297,0.8343140291111799,0.5051699964949177,Liver_Progenitors
HMGCS1,36.543438,1.6834059,2.2667727784375227e-292,9.572939354832991e-290,0.7308764323319913,0.3905538030143708,Liver_Progenitors
PITX2,36.405094,1.7062004,3.536165171634765e-290,1.467630482958484e-287,0.6556209352740786,0.2684016824395373,Liver_Progenitors
FN1,36.224224,1.0410473,2.5306353092730562e-287,1.0324992061834069e-284,0.9922576649117374,0.9379162285313705,Liver_Progenitors
ASGR1,36.096153,2.3919237,2.606039457119859e-285,1.0455430301964875e-282,0.5363889749148343,0.15702769015071855,Liver_Progenitors
KANK4,35.9227,3.3072484,1.3509985052575771e-282,5.245360648154902e-280,0.4487457417157015,0.062259025587101294,Liver_Progenitors
PNPT1,35.894424,1.6380532,3.7320254891574515e-282,1.4259891678571138e-279,0.6955713843295138,0.34936908517350157,Liver_Progenitors
ACAA1,35.76187,1.4929601,4.326325825107587e-280,1.6272393009685914e-277,0.741715701455559,0.3834560112162636,Liver_Progenitors
SLC7A7,35.727737,1.580999,1.4668248613187315e-279,5.432216624871463e-277,0.6776091669247445,0.2822905713284262,Liver_Progenitors
GLDC,35.674072,1.6541265,9.979236099517619e-279,3.6396995664786075e-276,0.647259213378755,0.2584560112162636,Liver_Progenitors
PYGL,35.500427,2.031997,4.841181808989093e-276,1.713778360382139e-273,0.550944564880768,0.16105853487556956,Liver_Progenitors
